DECILE1,LSAT,UGPA,grad,fulltime,FAM_INC,gender,race1,Y,TIER,A,U_UGPA,U_LSAT,U_TIER
4.0,43.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,6.399223594004106,0.014406096806304003
8.0,40.0,2.8,1,0,4.0,0,white,1,3.0,0,-0.4804957978891027,3.1079359111507046,-0.7481157269983236
3.0,35.5,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,-0.2980560538884589,-0.3607499609975342
7.0,36.0,2.8,1,1,4.0,0,black,1,4.0,1,-0.4804957978891027,-0.8920640888492954,0.5851343755062959
6.0,43.0,2.8,1,1,5.0,0,white,1,4.0,0,-0.48814306904799265,5.013927876189875,-0.010512704559880959
1.0,32.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-5.694784440956724,-0.08161552198908462
7.0,27.0,2.8,1,1,2.0,0,black,1,1.0,1,-0.4652012555713232,-7.7040480189276295,-1.6401340924921253
6.0,37.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-0.6947844409567239,-0.498178150119859
10.0,39.0,2.8,1,0,3.0,1,white,1,3.0,0,-0.3631719609560071,2.3992235940041056,-0.6523438006890765
9.0,34.0,2.8,1,1,2.0,1,hisp,1,2.0,1,-0.35552468979711715,-1.506768371035065,-1.2233217718752094
10.0,41.5,2.8,1,1,5.0,1,white,1,4.0,0,-0.3784665032737866,2.7112075240824396,0.11445608387935113
4.0,34.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,-1.798056053888459,-0.2357811725583021
2.0,30.0,2.8,1,1,3.0,0,hisp,0,5.0,1,-0.47284852673021316,-5.798056053888459,2.0974689299463174
6.0,41.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,4.399223594004106,-0.8189688519413862
7.0,35.0,2.8,1,1,2.0,1,white,1,3.0,0,-0.35552468979711715,-0.506768371035065,-0.3066342975013643
3.0,42.0,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,4.305215559043276,0.08525922174936662
5.0,34.0,2.8,1,1,4.0,1,white,1,2.0,0,-0.37081923211489665,-3.694784440956724,-1.2482405732413944
1.0,24.0,2.8,1,1,4.0,1,black,0,4.0,1,-0.37081923211489665,-13.694784440956724,1.5848846830201544
8.0,38.0,2.8,1,1,5.0,1,white,1,3.0,0,-0.3784665032737866,-0.7887924759175604,-0.5939500764291066
3.0,35.0,2.8,1,1,5.0,1,white,1,3.0,0,-0.3784665032737866,-3.7887924759175604,-0.34401249955064195
6.0,37.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-0.6947844409567239,-0.498178150119859
1.0,35.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-2.694784440956724,-0.33155309886754925
6.0,32.0,2.8,1,1,3.0,0,black,1,6.0,1,-0.47284852673021316,-3.798056053888459,2.9308438786940076
7.0,40.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,2.305215559043276,-0.7481157269983236
8.0,45.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,7.305215559043276,-1.164678355129098
8.0,35.0,2.8,1,0,4.0,1,white,1,3.0,0,-0.37081923211489665,-2.694784440956724,-0.33155309886754925
1.0,39.0,2.8,1,1,1.0,1,black,1,5.0,1,-0.34787741863822763,4.587239663925764,1.372575000677109
2.0,35.0,2.8,1,1,5.0,0,white,1,3.0,0,-0.48814306904799265,-2.986072123810125,-0.34401249955064195
10.0,39.0,2.8,1,1,5.0,0,white,1,3.0,0,-0.48814306904799265,1.0139278761898751,-0.6772626020552615
5.0,36.0,2.8,1,1,2.0,0,other,1,3.0,1,-0.4652012555713232,1.2959519810723705,-0.38994682312751916
3.0,39.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,2.3992235940041056,-0.6523438006890765
10.0,40.0,2.8,1,1,4.0,1,white,1,5.0,0,-0.37081923211489665,2.305215559043276,1.2518842730016764
10.0,36.0,2.8,1,1,4.0,0,white,1,6.0,0,-0.4804957978891027,-0.8920640888492954,2.585134375506296
3.0,34.0,2.8,1,1,4.0,0,asian,0,5.0,1,-0.4804957978891027,-2.8920640888492954,1.7517594267586056
6.0,31.5,2.8,1,1,5.0,0,white,1,2.0,0,-0.48814306904799265,-6.486072123810125,-1.0524186598591
2.0,41.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,4.399223594004106,0.18103114805861376
9.0,37.0,2.8,1,1,2.0,0,white,1,3.0,0,-0.4652012555713232,2.2959519810723705,-0.47325934875367404
7.0,37.0,2.8,1,0,3.0,0,white,1,4.0,0,-0.47284852673021316,1.201943946111541,0.5142812505632333
6.0,44.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,6.305215559043276,-1.0813658295029427
3.0,32.5,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-4.100776405995894,-0.11081238411906957
6.0,25.0,2.8,1,1,3.0,0,white,1,4.0,0,-0.47284852673021316,-10.798056053888459,1.5140315580770918
5.0,35.0,2.8,1,1,4.0,1,white,1,2.0,0,-0.37081923211489665,-2.694784440956724,-1.3315530988675492
9.0,37.5,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,-0.19478444095672387,0.46016558706706334
9.0,40.0,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,2.305215559043276,0.2518842730016764
3.0,38.0,2.8,1,1,2.0,0,asian,1,5.0,1,-0.4652012555713232,3.2959519810723705,1.443428125620171
10.0,37.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-0.6947844409567239,-0.498178150119859
10.0,36.0,2.8,1,1,4.0,1,white,1,2.0,0,-0.37081923211489665,-1.6947844409567239,-1.4148656244937041
5.0,39.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,3.201943946111541,-0.6523438006890765
4.0,35.0,2.8,1,1,2.0,1,hisp,0,1.0,1,-0.35552468979711715,-0.506768371035065,-2.3066342975013643
10.0,30.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,-5.798056053888459,0.0974689299463174
2.0,36.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,-0.6007764059958944,0.5975937761893881
8.0,36.0,2.8,1,1,5.0,1,white,1,3.0,0,-0.3784665032737866,-2.7887924759175604,-0.4273250251767968
3.0,31.0,2.8,1,1,2.0,1,black,1,4.0,1,-0.35552468979711715,-4.506768371035065,1.0266158050032552
9.0,43.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,6.399223594004106,-0.985593903193696
2.0,35.0,2.8,1,1,3.0,1,white,0,3.0,0,-0.3631719609560071,-1.6007764059958944,-0.319093698184457
5.0,39.0,2.8,1,1,2.0,0,white,1,3.0,0,-0.4652012555713232,4.2959519810723705,-0.6398844000059838
1.0,23.0,2.8,1,1,2.0,0,hisp,0,3.0,1,-0.4652012555713232,-11.70404801892763,0.6931160100124947
9.0,40.0,2.8,1,1,4.0,0,asian,1,3.0,1,-0.4804957978891027,3.1079359111507046,-0.7481157269983236
5.0,42.0,2.8,1,1,5.0,1,white,1,3.0,0,-0.3784665032737866,3.2112075240824396,-0.9272001789337261
1.0,28.0,2.8,1,1,3.0,1,black,1,4.0,1,-0.3631719609560071,-8.600776405995894,1.2640939811986271
5.0,36.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-0.6007764059958944,-0.40240622381061186
1.0,23.0,2.8,1,1,1.0,0,black,0,3.0,1,-0.45755398441243367,-10.6100399839668,0.7055754106955869
10.0,30.0,2.8,1,1,4.0,1,other,1,3.0,1,-0.37081923211489665,-7.694784440956724,0.08500952926322514
9.0,36.0,2.8,1,1,3.0,1,hisp,1,4.0,1,-0.3631719609560071,-0.6007764059958944,0.5975937761893881
7.0,34.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,-1.798056053888459,-0.2357811725583021
9.0,47.0,2.8,1,1,5.0,1,white,1,5.0,0,-0.3784665032737866,8.21120752408244,0.6562371929354995
7.0,31.0,2.8,1,1,3.0,1,white,1,2.0,0,-0.3631719609560071,-5.600776405995894,-0.9858435956798375
2.0,22.5,2.8,1,1,3.0,0,black,1,3.0,1,-0.47284852673021316,-13.298056053888459,0.7223128721424792
2.0,23.5,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-13.100776405995894,0.6390003465163243
3.0,37.0,2.8,1,1,4.0,1,white,0,2.0,0,-0.37081923211489665,-0.6947844409567239,-1.498178150119859
1.0,21.0,2.8,1,1,3.0,0,black,1,3.0,1,-0.47284852673021316,-14.798056053888459,0.8472816605817117
8.0,32.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-4.600776405995894,-0.06915612130599236
3.0,37.0,2.8,1,1,4.0,1,black,1,6.0,1,-0.37081923211489665,-0.6947844409567239,2.501821849880141
4.0,33.0,2.8,1,1,3.0,1,hisp,1,2.0,1,-0.3631719609560071,-3.6007764059958944,-1.1524686469321472
9.0,40.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,3.3992235940041056,-0.7356563263152314
1.0,34.0,2.8,1,1,3.0,0,black,0,3.0,1,-0.47284852673021316,-1.798056053888459,-0.2357811725583021
6.0,36.0,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,-1.6947844409567239,0.5851343755062959
6.0,33.0,2.8,1,1,4.0,1,white,1,2.0,0,-0.37081923211489665,-4.694784440956724,-1.1649280476152395
3.0,30.0,2.8,1,0,4.0,1,white,1,2.0,0,-0.37081923211489665,-7.694784440956724,-0.9149904707367749
4.0,29.5,2.8,1,0,3.0,0,black,1,3.0,1,-0.47284852673021316,-6.298056053888459,0.13912519275939506
1.0,27.0,2.8,1,1,3.0,0,hisp,0,4.0,1,-0.47284852673021316,-8.798056053888459,1.347406506824782
2.0,29.0,2.8,1,1,2.0,0,black,1,5.0,1,-0.4652012555713232,-5.7040480189276295,2.193240856255565
1.0,38.0,2.8,1,1,5.0,1,white,1,3.0,0,-0.3784665032737866,-0.7887924759175604,-0.5939500764291066
10.0,37.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,0.39922359400410556,-0.48571874943676674
9.0,43.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,7.201943946111541,-0.985593903193696
3.0,45.0,2.8,1,1,4.0,1,white,1,5.0,0,-0.37081923211489665,7.305215559043276,0.835321644870902
8.0,42.0,2.8,1,1,4.0,1,other,1,3.0,1,-0.37081923211489665,4.305215559043276,-0.9147407782506334
3.0,38.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,2.201943946111541,-0.5690312750629216
6.0,34.0,2.8,1,1,3.0,0,asian,1,5.0,1,-0.47284852673021316,-1.798056053888459,1.764218827441698
9.0,41.0,2.8,1,0,1.0,0,hisp,1,3.0,1,-0.45755398441243367,7.3899600160332,-0.7940500505752008
9.0,39.5,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,1.8052155590432761,0.2935405358147536
7.0,35.0,2.8,1,1,4.0,1,white,1,2.0,0,-0.37081923211489665,-2.694784440956724,-1.3315530988675492
2.0,32.0,2.8,1,1,1.0,0,black,1,3.0,1,-0.45755398441243367,-1.6100399839668,-0.04423731993980695
6.0,33.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,-2.798056053888459,-0.15246864693214723
4.0,35.0,2.8,1,1,3.0,0,white,1,2.0,0,-0.47284852673021316,-0.7980560538884589,-1.319093698184457
8.0,42.0,2.8,1,0,3.0,1,white,1,5.0,0,-0.3631719609560071,5.399223594004106,1.0977186224324589
7.0,23.0,2.8,1,1,3.0,1,black,1,1.0,1,-0.3631719609560071,-13.600776405995894,-1.319343390670598
8.0,40.0,2.8,1,1,4.0,1,white,1,6.0,0,-0.37081923211489665,2.305215559043276,2.2518842730016764
6.0,35.0,2.8,1,0,3.0,1,white,0,3.0,0,-0.3631719609560071,-1.6007764059958944,-0.319093698184457
4.0,23.0,2.8,1,1,2.0,1,black,1,4.0,1,-0.35552468979711715,-12.506768371035065,1.6931160100124947
3.0,35.0,2.8,1,1,2.0,1,hisp,1,5.0,1,-0.35552468979711715,-0.506768371035065,1.6933657024986357
3.0,35.5,2.8,1,1,3.0,1,white,1,2.0,0,-0.3631719609560071,-1.1007764059958944,-1.3607499609975342
5.0,35.0,2.8,1,1,2.0,0,asian,1,4.0,1,-0.4652012555713232,0.29595198107237053,0.6933657024986357
4.0,37.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-0.6947844409567239,-0.498178150119859
6.0,42.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,4.305215559043276,-0.9147407782506334
2.0,34.5,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-3.194784440956724,-0.28989683605447203
1.0,29.0,2.8,1,1,3.0,0,black,1,3.0,1,-0.47284852673021316,-6.798056053888459,0.18078145557247227
4.0,25.7,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,-10.09805605388846,0.4557127901387834
8.0,44.0,2.8,1,1,5.0,1,white,1,3.0,0,-0.3784665032737866,5.21120752408244,-1.0938252301860354
6.0,37.5,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-0.19478444095672387,-0.5398344129329367
3.0,31.0,2.8,1,1,3.0,0,white,1,2.0,0,-0.47284852673021316,-4.798056053888459,-0.9858435956798375
10.0,35.5,2.8,1,1,4.0,0,white,1,3.0,0,-0.4804957978891027,-1.3920640888492954,-0.3732093616806269
5.0,35.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-2.694784440956724,-0.33155309886754925
5.0,27.5,2.8,1,1,3.0,1,black,1,4.0,1,-0.3631719609560071,-9.100776405995894,1.3057502440117048
9.0,37.0,2.8,1,1,5.0,1,white,1,5.0,0,-0.3784665032737866,-1.7887924759175604,1.4893624491970483
4.0,38.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,0.30521555904327613,-0.5814906757460139
7.0,42.0,2.8,1,1,4.0,0,white,1,5.0,0,-0.4804957978891027,5.1079359111507046,1.0852592217493666
5.0,39.0,2.8,1,1,2.0,1,white,1,3.0,0,-0.35552468979711715,3.493231628964935,-0.6398844000059838
5.0,32.5,2.8,1,1,4.0,1,hisp,1,3.0,1,-0.37081923211489665,-5.194784440956724,-0.12327178480216228
7.0,38.0,2.8,1,1,5.0,1,white,1,3.0,0,-0.3784665032737866,-0.7887924759175604,-0.5939500764291066
6.0,36.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,0.2019439461115411,-0.40240622381061186
1.0,36.0,2.8,1,1,4.0,1,other,1,5.0,1,-0.37081923211489665,-1.6947844409567239,1.5851343755062959
2.0,42.0,2.8,1,1,2.0,1,black,0,4.0,1,-0.35552468979711715,6.493231628964935,0.11017802311555158
5.0,33.0,2.8,1,0,3.0,1,black,0,3.0,1,-0.3631719609560071,-3.6007764059958944,-0.15246864693214723
4.0,41.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,4.399223594004106,0.18103114805861376
4.0,31.0,2.8,1,1,3.0,0,white,1,2.0,0,-0.47284852673021316,-4.798056053888459,-0.9858435956798375
2.0,28.5,2.8,1,1,3.0,1,white,1,2.0,0,-0.3631719609560071,-8.100776405995894,-0.7775622816144501
2.0,36.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-0.6007764059958944,-0.40240622381061186
1.0,32.0,2.8,1,1,5.0,1,black,1,4.0,1,-0.3784665032737866,-6.78879247591756,0.9059250773278227
1.0,38.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,0.30521555904327613,-0.5814906757460139
2.0,26.0,2.8,1,1,4.0,0,hisp,1,3.0,1,-0.4804957978891027,-10.892064088849295,0.41825963176784464
3.0,28.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-9.694784440956724,0.2516345805155349
9.0,34.0,2.8,1,1,4.0,1,white,1,2.0,0,-0.37081923211489665,-3.694784440956724,-1.2482405732413944
4.0,37.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,0.39922359400410556,-0.48571874943676674
10.0,40.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,3.3992235940041056,0.26434367368476863
3.0,23.0,2.8,1,0,3.0,1,white,0,3.0,0,-0.3631719609560071,-13.600776405995894,0.680656609329402
5.0,38.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,0.30521555904327613,-0.5814906757460139
8.0,37.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,1.201943946111541,-0.48571874943676674
2.0,29.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-7.600776405995894,0.18078145557247227
7.0,43.0,2.8,1,1,2.0,1,white,1,5.0,0,-0.35552468979711715,7.493231628964935,1.0268654974893967
9.0,34.5,2.8,1,1,2.0,0,white,1,5.0,0,-0.4652012555713232,-0.20404801892762947,1.7350219653117134
1.0,33.0,2.8,1,1,5.0,0,white,1,6.0,0,-0.48814306904799265,-4.986072123810125,2.822612551701668
3.0,43.0,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,5.305215559043276,0.0019466961232117441
2.0,32.0,2.8,1,1,4.0,0,white,1,3.0,0,-0.4804957978891027,-4.8920640888492954,-0.08161552198908462
5.0,41.0,2.8,1,0,4.0,1,white,1,5.0,0,-0.37081923211489665,3.305215559043276,1.1685717473755215
3.0,34.0,2.8,1,1,3.0,1,white,1,2.0,0,-0.3631719609560071,-2.6007764059958944,-1.235781172558302
9.0,42.0,2.8,1,0,1.0,0,white,0,3.0,0,-0.45755398441243367,8.3899600160332,-0.8773625762013557
3.0,33.0,2.8,1,1,4.0,1,white,1,5.0,0,-0.37081923211489665,-4.694784440956724,1.8350719523847605
9.0,43.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,7.201943946111541,-0.985593903193696
10.0,40.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,3.3992235940041056,-0.7356563263152314
3.0,32.5,2.8,1,0,3.0,0,white,0,3.0,0,-0.47284852673021316,-3.298056053888459,-0.11081238411906957
8.0,39.0,2.8,1,1,3.0,1,hisp,1,2.0,1,-0.3631719609560071,2.3992235940041056,-1.6523438006890765
4.0,28.0,2.8,1,1,2.0,1,white,1,3.0,0,-0.35552468979711715,-7.506768371035065,0.27655338188171985
7.0,36.0,2.8,1,1,2.0,1,white,1,3.0,0,-0.35552468979711715,0.493231628964935,-0.38994682312751916
6.0,29.5,2.8,1,0,3.0,0,white,1,3.0,0,-0.47284852673021316,-6.298056053888459,0.13912519275939506
6.0,39.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,1.3052155590432761,-0.6648032013721688
8.0,47.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,10.399223594004106,-0.31884400569831506
8.0,45.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,8.399223594004106,-0.1522189544460053
8.0,43.0,2.8,1,1,3.0,0,white,1,4.0,0,-0.47284852673021316,7.201943946111541,0.014406096806304003
6.0,33.5,2.8,1,1,4.0,1,white,1,2.0,0,-0.37081923211489665,-4.194784440956724,-1.2065843104283172
4.0,39.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,2.3992235940041056,-0.6523438006890765
1.0,25.5,2.8,1,1,1.0,1,hisp,1,3.0,1,-0.34787741863822763,-8.912760336074236,0.49729409663019997
7.0,27.5,2.8,1,1,4.0,1,white,1,2.0,0,-0.37081923211489665,-10.194784440956724,-0.7067091566713879
4.0,36.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-0.6007764059958944,-0.40240622381061186
7.0,39.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,2.3992235940041056,-0.6523438006890765
7.0,40.0,2.8,1,1,3.0,1,asian,1,4.0,1,-0.3631719609560071,3.3992235940041056,0.26434367368476863
9.0,40.0,2.8,1,1,2.0,0,asian,1,3.0,1,-0.4652012555713232,5.2959519810723705,-0.7231969256321387
1.0,38.0,2.8,1,0,5.0,1,white,1,3.0,0,-0.3784665032737866,-0.7887924759175604,-0.5939500764291066
1.0,28.0,2.8,1,1,5.0,0,asian,0,3.0,1,-0.48814306904799265,-9.986072123810125,0.2391751798324422
9.0,36.0,2.8,1,1,5.0,0,white,1,3.0,0,-0.48814306904799265,-1.9860721238101249,-0.4273250251767968
9.0,47.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,10.399223594004106,-1.318844005698315
10.0,42.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,5.399223594004106,0.09771862243245888
4.0,36.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-1.6947844409567239,-0.4148656244937041
8.0,38.0,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,0.30521555904327613,0.4185093242539861
10.0,40.0,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,2.305215559043276,0.2518842730016764
1.0,28.0,2.8,1,1,5.0,1,hisp,1,4.0,1,-0.3784665032737866,-10.78879247591756,1.2391751798324422
7.0,37.0,2.8,1,0,5.0,1,asian,1,4.0,1,-0.3784665032737866,-1.7887924759175604,0.4893624491970483
5.0,37.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,1.201943946111541,-0.48571874943676674
8.0,33.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-3.6007764059958944,-0.15246864693214723
6.0,42.0,2.8,1,1,4.0,0,white,1,3.0,0,-0.4804957978891027,5.1079359111507046,-0.9147407782506334
9.0,34.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-2.6007764059958944,-0.2357811725583021
1.0,36.0,2.8,1,1,4.0,1,hisp,1,3.0,1,-0.37081923211489665,-1.6947844409567239,-0.4148656244937041
7.0,34.0,2.8,1,1,2.0,0,white,1,3.0,0,-0.4652012555713232,-0.7040480189276295,-0.2233217718752094
2.0,34.0,2.8,0,1,4.0,0,white,1,3.0,0,-0.4804957978891027,-2.8920640888492954,-0.24824057324139437
3.0,34.0,2.8,1,1,4.0,0,white,1,3.0,0,-0.4804957978891027,-2.8920640888492954,-0.24824057324139437
7.0,35.5,2.8,1,1,3.0,0,white,1,2.0,0,-0.47284852673021316,-0.2980560538884589,-1.3607499609975342
4.0,28.0,2.8,1,1,3.0,1,hisp,0,1.0,1,-0.3631719609560071,-8.600776405995894,-1.7359060188013729
3.0,39.0,2.8,1,1,4.0,0,white,1,3.0,0,-0.4804957978891027,2.1079359111507046,-0.6648032013721688
9.0,37.0,2.8,1,1,3.0,1,white,1,6.0,0,-0.3631719609560071,0.39922359400410556,2.5142812505632333
3.0,41.0,2.8,1,1,4.0,0,white,1,4.0,0,-0.4804957978891027,4.1079359111507046,0.1685717473755215
10.0,26.0,2.8,1,1,4.0,0,white,1,1.0,0,-0.4804957978891027,-10.892064088849295,-1.5817403682321554
4.0,38.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,0.30521555904327613,-0.5814906757460139
7.0,34.0,2.8,1,1,4.0,0,white,1,3.0,0,-0.4804957978891027,-2.8920640888492954,-0.24824057324139437
1.0,25.3,2.8,1,1,2.0,1,white,0,3.0,0,-0.35552468979711715,-10.206768371035064,0.501497201072338
3.0,30.0,2.8,1,1,5.0,1,white,1,3.0,0,-0.3784665032737866,-8.78879247591756,0.07255012858013243
10.0,42.0,2.8,1,1,3.0,0,white,1,3.0,0,-0.47284852673021316,6.201943946111541,-0.9022813775675411
6.0,39.0,2.8,1,1,2.0,1,white,1,5.0,0,-0.35552468979711715,3.493231628964935,1.3601155999940162
3.0,36.0,2.8,1,1,2.0,1,white,1,5.0,0,-0.35552468979711715,0.493231628964935,1.6100531768724808
7.0,41.0,2.8,1,1,4.0,0,white,1,3.0,0,-0.4804957978891027,4.1079359111507046,-0.8314282526244785
2.0,32.0,2.8,1,1,4.0,1,other,0,4.0,1,-0.37081923211489665,-5.694784440956724,0.9183844780109154
5.0,42.0,2.8,1,1,3.0,0,white,1,5.0,0,-0.47284852673021316,6.201943946111541,1.0977186224324589
10.0,40.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,3.3992235940041056,0.26434367368476863
4.0,32.5,2.8,1,1,4.0,1,white,0,3.0,0,-0.37081923211489665,-5.194784440956724,-0.12327178480216228
2.0,35.0,2.8,1,1,5.0,1,white,0,1.0,0,-0.3784665032737866,-3.7887924759175604,-2.344012499550642
3.0,27.0,2.8,1,1,4.0,0,black,1,3.0,1,-0.4804957978891027,-9.892064088849295,0.33494710614168977
1.0,32.0,2.8,1,1,3.0,0,white,1,2.0,0,-0.47284852673021316,-3.798056053888459,-1.0691561213059924
3.0,30.0,2.8,1,0,4.0,0,white,1,5.0,0,-0.4804957978891027,-6.8920640888492954,2.085009529263225
5.0,42.0,2.8,1,1,2.0,1,white,1,3.0,0,-0.35552468979711715,6.493231628964935,-0.8898219768844484
5.0,25.5,2.8,1,1,3.0,1,hisp,0,1.0,1,-0.3631719609560071,-11.100776405995894,-1.5276247047359854
1.0,39.0,2.8,1,1,4.0,0,white,0,4.0,0,-0.4804957978891027,2.1079359111507046,0.33519679862783125
8.0,42.0,2.8,1,1,3.0,1,white,1,4.0,0,-0.3631719609560071,5.399223594004106,0.09771862243245888
3.0,42.0,2.8,1,1,3.0,1,hisp,1,4.0,1,-0.3631719609560071,5.399223594004106,0.09771862243245888
9.0,36.5,2.8,1,1,4.0,1,white,1,4.0,0,-0.37081923211489665,-1.1947844409567239,0.5434781126932182
3.0,32.5,2.8,1,1,3.0,0,white,1,2.0,0,-0.47284852673021316,-3.298056053888459,-1.1108123841190696
10.0,35.0,2.8,1,1,2.0,0,white,1,5.0,0,-0.4652012555713232,0.29595198107237053,1.6933657024986357
10.0,47.0,2.8,1,1,3.0,0,white,1,4.0,0,-0.47284852673021316,11.201943946111541,-0.31884400569831506
3.0,36.0,2.8,1,1,4.0,1,white,1,3.0,0,-0.37081923211489665,-1.6947844409567239,-0.4148656244937041
1.0,24.0,2.8,1,1,3.0,0,black,1,3.0,1,-0.47284852673021316,-11.798056053888459,0.5973440837032467
1.0,22.0,2.8,1,0,2.0,1,hisp,0,3.0,1,-0.35552468979711715,-13.506768371035065,0.7764285356386496
4.0,27.0,2.8,1,0,2.0,0,black,0,3.0,1,-0.4652012555713232,-7.7040480189276295,0.3598659075078747
1.0,35.0,2.8,1,1,4.0,0,other,1,3.0,1,-0.4804957978891027,-1.8920640888492954,-0.33155309886754925
8.0,31.0,2.8,1,1,3.0,0,white,1,2.0,0,-0.47284852673021316,-4.798056053888459,-0.9858435956798375
2.0,27.5,2.8,1,1,4.0,0,hisp,1,5.0,1,-0.4804957978891027,-9.392064088849295,2.293290843328612
1.0,32.0,2.8,1,1,2.0,0,black,1,5.0,1,-0.4652012555713232,-2.7040480189276295,1.9433032793771003
5.0,40.0,2.8,1,0,4.0,0,white,1,3.0,0,-0.4804957978891027,3.1079359111507046,-0.7481157269983236
7.0,35.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,-1.6007764059958944,-0.319093698184457
3.0,33.0,2.8,1,1,4.0,0,white,1,2.0,0,-0.4804957978891027,-3.8920640888492954,-1.1649280476152395
6.0,38.0,2.8,1,1,3.0,1,white,1,3.0,0,-0.3631719609560071,1.3992235940041056,-0.5690312750629216
8.0,32.0,2.8,1,0,3.0,0,white,1,3.0,0,-0.47284852673021316,-3.798056053888459,-0.06915612130599236
